seed	n_atoms	n_heavy_atoms	n_confs	smiles	mapped_smiles
250184267	35	21	50	O[C@@H]1[C@@H]([C@H](O)C(F)(F)F)O[C@@H]2SC(NCCF)=N[C@@H]2[C@H]1O	[H:35][C@@:21]12[C@@:20]([C@:18]([C@@:17]([O:8][C@@:19]1([S:10][C:11](=[N:5]2)[N:12]([H:25])[C:14]([H:28])([H:29])[C:13]([H:26])([H:27])[F:1])[H:33])([H:31])[C@@:16]([H:30])([C:15]([F:2])([F:3])[F:4])[O:6][H:22])([H:32])[O:7][H:23])([H:34])[O:9][H:24]
135347626	46	24	50	C1=Cc2c3c(ccc2=CC1)=CC1=C(CCC=C1)N3N1CCOCC1	[H:31][c:10]1[c:11]([c:15]2=[C:9]([C:3]3=[C:7]([C:22]([C:21]([C:6](=[C:2]3[H:25])[H:28])([H:39])[H:40])([H:41])[H:42])[N:16]([c:13]2[c:12]4[c:14]1=[C:8]([C:18]([C:5](=[C:4]4[H:26])[H:27])([H:33])[H:34])[H:29])[N:17]5[C:23]([C:19]([O:1][C:20]([C:24]5([H:45])[H:46])([H:37])[H:38])([H:35])[H:36])([H:43])[H:44])[H:30])[H:32]
135320638	44	19	50	CCCCCc1nc(N)n(P(=S)(N(C)C)N(C)C)n1	[H:34][C:14]([H:35])([H:36])[C:16]([H:39])([H:40])[C:18]([H:43])([H:44])[C:17]([H:41])([H:42])[C:15]([H:37])([H:38])[C:5]1=[N:3][N:7]([C:4](=[N:2]1)[N:6]([H:20])[H:21])[P:19](=[S:1])([N:8]([C:10]([H:22])([H:23])[H:24])[C:11]([H:25])([H:26])[H:27])[N:9]([C:12]([H:28])([H:29])[H:30])[C:13]([H:31])([H:32])[H:33]
135081120	46	23	50	CCC(C)[C@@H](C(=O)N[C@@H](C)C(=O)NCC(N)=O)N(O)C(=O)CCl	[H:46][C@@:23]([C:10](=[O:4])[N:13]([H:28])[C@:22]([H:45])([C:9](=[O:3])[N:12]([H:27])[C:16]([H:31])([H:32])[C:8](=[O:2])[N:11]([H:25])[H:26])[C:20]([H:41])([H:42])[H:43])([C:21]([H:44])([C:18]([H:36])([H:37])[H:38])[C:19]([H:39])([H:40])[C:17]([H:33])([H:34])[H:35])[N:14]([C:7](=[O:1])[C:15]([H:29])([H:30])[Cl:5])[O:6][H:24]
165223178	50	31	50	C/C(=N\OCCCCF)c1ccc2nnc(Cc3c(F)cc4ncccc4c3F)n2n1	[H:35][c:17]1[c:21]([c:24]2[c:23]([c:20]([c:18]([c:19]([c:22]2[F:2])[C:27]([H:41])([H:42])[C:12]3=[N:6][N:5]=[C:11]4[N:25]3[N:4]=[C:10]([C:13](=[C:14]4[H:33])[H:32])/[C:15](=[N:7]/[O:9][C:29]([H:45])([H:46])[C:31]([H:49])([H:50])[C:30]([H:47])([H:48])[C:28]([H:43])([H:44])[F:3])/[C:26]([H:38])([H:39])[H:40])[F:1])[H:36])[n:8][c:16]1[H:34])[H:37]
163350014	41	27	50	N#C/C(=C\c1cccn1S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1	[H:32][c:13]1[c:15]([c:19]([c:23]([c:20]([c:16]1[H:35])[H:39])[S:26](=[O:2])(=[O:3])/[C:12](=[C:11](\[H:31])/[C:10]2=[C:8]([C:7](=[C:9]([N:25]2[S:27](=[O:4])(=[O:5])[c:24]3[c:21]([c:17]([c:14]([c:18]([c:22]3[H:41])[H:37])[H:33])[H:36])[H:40])[H:30])[H:28])[H:29])/[C:6]#[N:1])[H:38])[H:34]
104076386	35	21	50	CC(C)/N=C(\N)c1c(Nc2ccc(I)c(Cl)c2)s[nH]c1=O	[H:23][c:11]1[c:10]([c:14]([c:13]([c:12]([c:15]1[N:18]([H:28])[C:8]2=[C:7]([C:6](=[O:1])[N:16]([S:5]2)[H:25])/[C:9](=[N:4]/[C:21]([H:35])([C:19]([H:29])([H:30])[H:31])[C:20]([H:32])([H:33])[H:34])/[N:17]([H:26])[H:27])[H:24])[Cl:2])[I:3])[H:22]
53785978	44	22	50	NC1Cc2ccccc2C/C1=N/OCCCc1ccccc1	[H:23][c:4]1[c:7]([c:11]([c:15]([c:12]([c:8]1[H:27])[H:31])[C:20]([H:40])([H:41])[C:22]([H:43])([H:44])[C:18]([H:36])([H:37])[O:2]/[N:1]=[C:3]\2/[C:17]([c:13]3[c:9]([c:5]([c:6]([c:10]([c:14]3[C:19]([C:21]2([H:42])[N:16]([H:32])[H:33])([H:38])[H:39])[H:29])[H:25])[H:24])[H:28])([H:34])[H:35])[H:30])[H:26]
11108188	32	23	50	O=Nc1c(C2C(=O)Nc3cc(Br)ccc32)[nH]c2cc(Br)ccc12	[H:26][c:11]1[c:9]([c:15]([c:12]([c:18]2[c:17]1[C:7](=[C:8]([N:21]2[H:30])[C:23]3([c:20]4[c:14]([c:10]([c:16]([c:13]([c:19]4[N:22]([C:6]3=[O:2])[H:31])[H:28])[Br:4])[H:25])[H:29])[H:32])[N:5]=[O:1])[H:27])[Br:3])[H:24]
252615305	27	20	50	COC(=O)/C(=C1/Oc2cc(C)oc(=O)c2S1)C(F)(F)F	[H:21][C:12]1=[C:15]([O:6][C:10](=[O:1])[C:14]2=[C:13]1[O:7]/[C:16](=[C:17](/[C:11](=[O:2])[O:8][C:18]([H:22])([H:23])[H:24])\[C:20]([F:3])([F:4])[F:5])/[S:9]2)[C:19]([H:25])([H:26])[H:27]
135160793	44	21	50	CCCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O	[H:35][C:15]1([C:9]2=[C:8]([C:6](=[O:1])[C:14]([C:18]1([H:41])[C:17]([H:39])([H:40])[C:20]([H:44])([C:12]([H:28])([H:29])[H:30])[S:21](=[O:2])(=[O:3])[C:19]([H:42])([H:43])[C:11]([H:25])([H:26])[H:27])([H:33])[H:34])[N:4]=[C:7]([O:5]2)[C:13]([H:31])([H:32])[C:16]([H:37])([H:38])[C:10]([H:22])([H:23])[H:24])[H:36]
46514511	41	26	50	NC(=[NH2+])c1cc2[nH]c(-c3cccc(-c4ccccc4)c3[O-])nc2cc1Cl	[H:27][c:6]1[c:7]([c:12]([c:21]([c:13]([c:8]1[H:29])[H:34])[c:22]2[c:14]([c:9]([c:11]([c:19]([c:16]2[O-:1])[C:4]3=[N:3][c:18]4[c:10]([c:17]([c:20]([c:15]([c:23]4[N:25]3[H:39])[H:36])[C:5](=[N+:26]([H:40])[H:41])[N:24]([H:37])[H:38])[Cl:2])[H:31])[H:32])[H:30])[H:35])[H:33])[H:28]
104153134	44	25	50	CNC(=O)Oc1ccc(-c2c[n+]3c(NC(C)=O)cccc3n2C)cc1	[H:27][c:8]1[c:14]([c:18]2[n+:22]([c:17]([c:13]1[H:32])[N:19]([H:34])[C:5](=[O:2])[C:23]([H:36])([H:37])[H:38])[C:7](=[C:6]([N:21]2[C:25]([H:42])([H:43])[H:44])[c:16]3[c:11]([c:9]([c:15]([c:10]([c:12]3[H:31])[H:29])[O:3][C:4](=[O:1])[N:20]([H:35])[C:24]([H:39])([H:40])[H:41])[H:28])[H:30])[H:26])[H:33]
381617595	46	26	50	Cc1ncc(C)n2nc(/C=C/c3nc(N4CCN(C)C4=O)cn3C)nc12	[H:27][C:11]1=[C:14]([N:17]2[C:8](=[N:3][C:7](=[N:2]2)/[C:15](=[C:16](\[H:30])/[C:9]3=[N:4][C:13](=[C:12]([N:18]3[C:23]([H:37])([H:38])[H:39])[H:28])[N:19]4[C:6](=[O:1])[N:20]([C:26]([C:25]4([H:43])[H:44])([H:45])[H:46])[C:24]([H:40])([H:41])[H:42])/[H:29])[C:10](=[N:5]1)[C:21]([H:31])([H:32])[H:33])[C:22]([H:34])([H:35])[H:36]
386050551	46	29	50	C[C@@H]1CNc2c(sc3ccc4nc(N(C)c5cc(F)ncn5)ccc4c23)C(=O)N1	[H:35][c:19]1[c:16]([c:13]([n:5][c:21]2[c:22]1[c:20]3[c:17]([c:15]([c:18]2[H:34])[H:32])[S:6][C:8]4=[C:9]3[N:24]([C:28]([C@@:29]([N:25]([C:7]4=[O:1])[H:37])([H:46])[C:27]([H:41])([H:42])[H:43])([H:44])[H:45])[H:36])[N:23]([c:12]5[c:14]([c:11]([n:3][c:10]([n:4]5)[H:30])[F:2])[H:31])[C:26]([H:38])([H:39])[H:40])[H:33]
381755692	49	28	50	C[C@@H](CO[C@H]1C[C@H](COc2ccc3nc(OCC(F)F)sc3n2)C1)NC(=O)O	[H:31][c:16]1[c:15]([c:13]([n:5][c:14]2[c:17]1[N:4]=[C:12]([S:10]2)[O:7][C:20]([H:34])([H:35])[C:19]([H:33])([F:2])[F:3])[O:8][C:21]([H:36])([H:37])[C:25]3([C:22]([C:24]([C:23]3([H:40])[H:41])([H:42])[O:9][C:27]([H:47])([H:48])[C@:28]([H:49])([C:26]([H:44])([H:45])[H:46])[N:18]([H:32])[C:11](=[O:1])[O:6][H:29])([H:38])[H:39])[H:43])[H:30]
252643955	45	18	50	CC1(C)CC(N2CCCC2)=CC(=[N+]2CCCC2)C1	[H:19][C:1]1=[C:2]([C:8]([C:18]([C:9]([C:3]1=[N+:5]2[C:12]([C:16]([C:17]([C:13]2([H:36])[H:37])([H:44])[H:45])([H:42])[H:43])([H:34])[H:35])([H:28])[H:29])([C:6]([H:20])([H:21])[H:22])[C:7]([H:23])([H:24])[H:25])([H:26])[H:27])[N:4]3[C:10]([C:14]([C:15]([C:11]3([H:32])[H:33])([H:40])[H:41])([H:38])[H:39])([H:30])[H:31]
252627025	36	29	50	FC(F)(F)c1cccc(Oc2ccc3c(C(F)(F)F)cc(C(F)(F)F)nc3n2)c1	[H:30][c:15]1[c:17]([c:22]([c:18]([c:21]([c:16]1[H:31])[O:12][c:13]2[c:19]([c:23]([c:26]3[c:24]([c:20]([c:14]([n:11][c:25]3[n:10]2)[C:27]([F:1])([F:2])[F:3])[H:35])[C:29]([F:7])([F:8])[F:9])[H:36])[H:34])[H:33])[C:28]([F:4])([F:5])[F:6])[H:32]
252617348	26	18	50	Nc1n[nH]c(=S)n1NC1=c2ccccc2=NC1=O	[H:20][c:10]1[c:9]([c:11]([c:13]2=[N:4][C:5](=[O:1])[C:8](=[c:14]2[c:12]1[H:22])[N:17]([H:26])[N:18]3[C:7](=[N:3][N:16]([C:6]3=[S:2])[H:25])[N:15]([H:23])[H:24])[H:21])[H:19]
251855399	47	30	50	Nc1nc2cc(-c3ccc4ncc(C(=O)N5CCn6cncc6C5)n4c3)ccc2o1	[H:38][c:19]1[c:18]([c:22]2[c:21]([c:20]([c:23]1[C:14]3=[C:15]([N:25]4[C:16](=[C:10]([N:3]=[C:8]4[C:12](=[C:13]3[H:35])[H:34])[H:32])[C:6](=[O:1])[N:27]5[C:28]([C:17]6=[C:11]([N:4]=[C:9]([N:26]6[C:29]([C:30]5([H:46])[H:47])([H:44])[H:45])[H:31])[H:33])([H:42])[H:43])[H:36])[H:39])[N:2]=[C:7]([O:5]2)[N:24]([H:40])[H:41])[H:37]
225147289	46	29	50	Nc1nc2c(s1)CC(n1nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc31)CC2	[H:34][c:18]1[c:20]([c:14]([n:4][c:16]2[c:21]1[C:9](=[C:10]([N:24]2[H:39])[H:31])[H:30])[H:33])[C:7]3=[N:1][N:25]([c:17]4[c:19]3[c:15]([n:3][c:13]([n:5]4)[H:32])[N:23]([H:37])[H:38])[C:29]5([C:27]([C:12]6=[C:11]([C:26]([C:28]5([H:44])[H:45])([H:40])[H:41])[N:2]=[C:8]([S:6]6)[N:22]([H:35])[H:36])([H:42])[H:43])[H:46]
406589260	50	26	50	C[C@@H](Cl)[C@@H](Cl)[C@@H](OS(=O)(=O)O)[C@H](Cl)[C@@H](Cl)[C@H](Cl)CCCCCC/C=C/Cl	[H:29]/[C:12](=[C:11](/[H:28])\[Cl:3])/[C:13]([H:30])([H:31])[C:14]([H:32])([H:33])[C:15]([H:34])([H:35])[C:16]([H:36])([H:37])[C:17]([H:38])([H:39])[C:18]([H:40])([H:41])[C@:23]([H:48])([C@@:20]([H:45])([C@:21]([H:46])([C@@:25]([H:50])([C@@:22]([H:47])([C@@:24]([H:49])([C:19]([H:42])([H:43])[H:44])[Cl:8])[Cl:6])[O:10][S:26](=[O:1])(=[O:2])[O:9][H:27])[Cl:5])[Cl:4])[Cl:7]
196678788	12	11	50	S=P(Cl)(Cl)OC(Cl)C(Cl)(Cl)Cl	[H:12][C:10]([C:9]([Cl:2])([Cl:3])[Cl:4])([O:8][P:11](=[S:1])([Cl:6])[Cl:7])[Cl:5]
163643292	49	24	50	CC(OP(=O)(O)C(O)C(C)OCC(N)(CO)CO)C(O)P(=O)(O)O	[H:37][C:14]([H:38])([H:39])[C:19]([H:47])([C:22]([H:49])([O:7][H:28])[P:24](=[O:2])([O:10][H:31])[O:11][C:18]([H:46])([C:13]([H:34])([H:35])[H:36])[C:21]([H:48])([O:6][H:27])[P:23](=[O:1])([O:8][H:29])[O:9][H:30])[O:5][C:17]([H:44])([H:45])[C:20]([C:15]([H:40])([H:41])[O:3][H:25])([C:16]([H:42])([H:43])[O:4][H:26])[N:12]([H:32])[H:33]
135325571	25	16	50	On1c2ccccc2c(=S)c2ccccc21	[H:18][c:4]1[c:6]([c:10]([c:14]2[c:12]([c:8]1[H:22])[C:3](=[S:1])[c:13]3[c:9]([c:5]([c:7]([c:11]([c:15]3[N:16]2[O:2][H:17])[H:25])[H:21])[H:19])[H:23])[H:24])[H:20]
135258279	19	11	50	N#CSCCSCCSC#N	[H:12][C:8]([H:13])([C:10]([H:16])([H:17])[S:7][C:11]([H:18])([H:19])[C:9]([H:14])([H:15])[S:6][C:4]#[N:2])[S:5][C:3]#[N:1]
135246328	41	23	50	c1ccc2nc3cc4c(cc3nc2c1)=NC1(CCCCCC1)N=4	[H:24][c:5]1[c:6]([c:8]([c:14]2[c:13]([c:7]1[H:26])[n:3][c:15]3[c:9]([c:11]4=[N:1][C:23]5([C:21]([C:19]([C:17]([C:18]([C:20]([C:22]5([H:40])[H:41])([H:36])[H:37])([H:32])[H:33])([H:30])[H:31])([H:34])[H:35])([H:38])[H:39])[N:2]=[c:12]4[c:10]([c:16]3[n:4]2)[H:29])[H:28])[H:27])[H:25]
135245398	32	20	50	CN(C)/N=C(\SS/C(=N\N(C)C)C(F)(F)F)C(F)(F)F	[H:21][C:17]([N:13](/[N:7]=[C:11](\[S:9][S:10]/[C:12](=[N:8]\[N:14]([C:19]([H:27])([H:28])[H:29])[C:20]([H:30])([H:31])[H:32])/[C:16]([F:4])([F:5])[F:6])/[C:15]([F:1])([F:2])[F:3])[C:18]([H:24])([H:25])[H:26])([H:22])[H:23]
135237421	38	22	50	COC1OC2COC(c3ccccc3)OC2C2OC(=S)OC12	[H:23][c:9]1[c:10]([c:12]([c:14]([c:13]([c:11]1[H:25])[H:27])[C:16]2([O:2][C:17]([C:19]3([C:21]([O:6]2)([C:22]4([C:20]([C:18]([O:4]3)([H:34])[O:3][C:15]([H:28])([H:29])[H:30])([O:5][C:8](=[S:1])[O:7]4)[H:36])[H:38])[H:37])[H:35])([H:32])[H:33])[H:31])[H:26])[H:24]
135231812	38	15	50	S=P(S)(C1CCCCC1)C1CCCCC1	[H:17][C:3]1([C:5]([C:9]([C:13]([C:10]([C:6]1([H:23])[H:24])([H:31])[H:32])([H:37])[P:15](=[S:1])([C:14]2([C:11]([C:7]([C:4]([C:8]([C:12]2([H:35])[H:36])([H:27])[H:28])([H:19])[H:20])([H:25])[H:26])([H:33])[H:34])[H:38])[S:2][H:16])([H:29])[H:30])([H:21])[H:22])[H:18]
135221180	30	15	50	Cc1ccc(-c2ccccc2)n1CCS	[H:19][c:6]1[c:7]([c:9]([c:11]([c:10]([c:8]1[H:21])[H:23])[C:4]2=[C:2]([C:3](=[C:5]([N:12]2[C:15]([H:29])([H:30])[C:14]([H:27])([H:28])[S:1][H:16])[C:13]([H:24])([H:25])[H:26])[H:18])[H:17])[H:22])[H:20]
135220918	36	20	49	CC1=C(N2CCN(C3=C(C)N([O-])ON3)CC2)NON1[O-]	[H:29][C:17]1([C:19]([N:14]([C:20]([C:18]([N:13]1[C:5]2=[C:7]([N:11]([O:3][N:9]2[H:21])[O-:1])[C:15]([H:23])([H:24])[H:25])([H:31])[H:32])([H:35])[H:36])[C:6]3=[C:8]([N:12]([O:4][N:10]3[H:22])[O-:2])[C:16]([H:26])([H:27])[H:28])([H:33])[H:34])[H:30]
135211800	14	6	50	CCSSSC	[H:10][C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[S:3][S:1][S:2][C:4]([H:7])([H:8])[H:9]
135211303	16	7	50	C[N+](C)(C)S(=O)[O-]	[H:8][C:4]([H:9])([H:10])[N+:7]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[S:3](=[O:1])[O-:2]
135205360	21	12	50	CCS(=O)(=O)c1nnc(NC)s1	[H:17][C:10]([H:18])([H:19])[C:11]([H:20])([H:21])[S:12](=[O:1])(=[O:2])[C:7]1=[N:4][N:3]=[C:6]([S:5]1)[N:8]([H:13])[C:9]([H:14])([H:15])[H:16]
135178723	36	14	50	O=S(C1CCCCC1)C1CCCCC1	[H:15][C:3]1([C:5]([C:9]([C:13]([C:10]([C:6]1([H:21])[H:22])([H:29])[H:30])([H:35])[S:2](=[O:1])[C:14]2([C:11]([C:7]([C:4]([C:8]([C:12]2([H:33])[H:34])([H:25])[H:26])([H:17])[H:18])([H:23])[H:24])([H:31])[H:32])[H:36])([H:27])[H:28])([H:19])[H:20])[H:16]
135176768	34	20	50	CC1=C(O)C(=O)c2c(CO)c3n(c2C1=O)CC(N)C3O	[H:32][C:19]1([C:20]([C:18]([C:13]2=[C:12]([C:9]3=[C:10]([N:14]21)[C:7](=[O:2])[C:11](=[C:8]([C:6]3=[O:1])[O:3][H:21])[C:16]([H:26])([H:27])[H:28])[C:17]([H:29])([H:30])[O:4][H:22])([H:31])[O:5][H:23])([H:34])[N:15]([H:24])[H:25])[H:33]
135174241	35	21	50	O=C(CBr)CCS(=O)(=O)CCC(=O)ON1C(=O)CCC1=O	[H:24][C:15]1([C:9](=[O:1])[N:13]([C:10](=[O:2])[C:16]1([H:26])[H:27])[O:8][C:11](=[O:3])[C:17]([H:28])([H:29])[C:19]([H:32])([H:33])[S:21](=[O:5])(=[O:6])[C:20]([H:34])([H:35])[C:18]([H:30])([H:31])[C:12](=[O:4])[C:14]([H:22])([H:23])[Br:7])[H:25]
135172700	39	33	50	ClP(Cl)(Oc1c(Br)cc(Br)cc1Br)(Oc1c(Br)cc(Br)cc1Br)Oc1c(Br)cc(Br)cc1Br	[H:34][c:15]1[c:21]([c:16]([c:25]([c:30]([c:24]1[Br:6])[O:12][P:33]([O:13][c:31]2[c:26]([c:17]([c:22]([c:18]([c:27]2[Br:9])[H:37])[Br:4])[H:36])[Br:8])([O:14][c:32]3[c:28]([c:19]([c:23]([c:20]([c:29]3[Br:11])[H:39])[Br:5])[H:38])[Br:10])([Cl:1])[Cl:2])[Br:7])[H:35])[Br:3]
135167613	24	18	50	O=S1(=O)c2cc(F)ccc2Oc2ccc(F)cc21	[H:21][c:8]1[c:6]([c:12]([c:10]([c:16]2[c:14]1[O:5][c:15]3[c:9]([c:7]([c:13]([c:11]([c:17]3[S:18]2(=[O:1])=[O:2])[H:24])[F:4])[H:20])[H:22])[H:23])[F:3])[H:19]
135162336	3	3	50	O=P[O-]	[O-:2][P:3]=[O:1]
135160596	47	28	50	CN(C)CCc1cc2c(cc1/C=C1/OC(=O)c3c1ccc1c3OCO1)OCO2	[H:31][c:11]1[c:10]([c:16]2[c:17]([c:18]3[c:19]1/[C:8](=[C:9](/[H:29])\[c:20]4[c:12]([c:14]5[c:15]([c:13]([c:21]4[C:27]([H:44])([H:45])[C:28]([H:46])([H:47])[N:22]([C:25]([H:38])([H:39])[H:40])[C:26]([H:41])([H:42])[H:43])[H:33])[O:4][C:23]([O:3]5)([H:34])[H:35])[H:32])/[O:2][C:7]3=[O:1])[O:6][C:24]([O:5]2)([H:36])[H:37])[H:30]
135159993	9	3	50	C[N-]C	[H:4][C:2]([H:5])([H:6])[N-:1][C:3]([H:7])([H:8])[H:9]
135156939	7	4	50	OP(S)S	[H:5][O:1][P:4]([S:2][H:6])[S:3][H:7]
135156363	5	5	50	[O-]P([O-])(=S)[S-]	[O-:1][P:5](=[S:3])([O-:2])[S-:4]
135137988	43	24	50	O=C1CS/C(=N/Nc2nncc3ccccc23)N1C1CCCCC1	[H:25][c:8]1[c:9]([c:13]([c:15]2[c:14]([c:12]1[H:28])[c:10]([n:3][n:4][c:11]2[N:16]([H:30])/[N:2]=[C:7]/3\[N:17]([C:6](=[O:1])[C:18]([S:5]3)([H:31])[H:32])[C:24]4([C:22]([C:20]([C:19]([C:21]([C:23]4([H:41])[H:42])([H:37])[H:38])([H:33])[H:34])([H:35])[H:36])([H:39])[H:40])[H:43])[H:27])[H:29])[H:26]
135129033	38	26	50	N#CS/C(=N\[N+](=O)[O-])C(=O)CCCCCCC(=O)/C(=N/[N+](=O)[O-])SC#N	[H:27][C:21]([C:23]([C:25]([C:26]([C:24]([C:22]([C:16](=[O:4])/[C:18](=[N:12]/[N+:20](=[O:6])[O-:8])/[S:14][C:10]#[N:2])([H:29])[H:30])([H:33])[H:34])([H:37])[H:38])([H:35])[H:36])([H:31])[H:32])([C:15](=[O:3])/[C:17](=[N:11]/[N+:19](=[O:5])[O-:7])/[S:13][C:9]#[N:1])[H:28]
135105568	24	17	49	CN(CC(=O)C1=C(N=O)C(=O)C(=O)C=C1)N=O	[H:19][C:12]1=[C:11]([C:8](=[O:3])[C:9](=[O:4])[C:13](=[C:14]1[C:10](=[O:5])[C:17]([H:23])([H:24])[N:15]([C:16]([H:20])([H:21])[H:22])[N:7]=[O:2])[N:6]=[O:1])[H:18]
135099969	9	5	50	C=CC=C=O	[H:7][C:4](=[C:5]([H:9])[C:3](=[C:2]=[O:1])[H:6])[H:8]
135099618	5	5	50	N#CN=C=S	[C:4](#[N:1])[N:5]=[C:3]=[S:2]
135097861	19	11	50	Cc1ncc([O-])c2[n+]1CCS2	[H:12][c:4]1[c:5]([c:7]2[n+:8]([c:6]([n:2]1)[C:9]([H:13])([H:14])[H:15])[C:11]([C:10]([S:3]2)([H:16])[H:17])([H:18])[H:19])[O-:1]
135096004	4	4	50	S1SSS1	[S:1]1[S:2][S:4][S:3]1
135091819	7	7	50	FC(F)=C=C(F)F	[C:5](=[C:6]([F:1])[F:2])=[C:7]([F:3])[F:4]
135085613	45	19	50	C=CC1(C)CCC(C2(C)CCC(C(C)(C)O)OO2)O1	[H:21][C:5](=[C:6]([H:23])[C:17]1([C:13]([C:12]([C:16]([O:2]1)([H:45])[C:19]2([C:14]([C:11]([C:15]([O:1][O:4]2)([H:44])[C:18]([C:8]([H:27])([H:28])[H:29])([C:9]([H:30])([H:31])[H:32])[O:3][H:20])([H:36])[H:37])([H:42])[H:43])[C:10]([H:33])([H:34])[H:35])([H:38])[H:39])([H:40])[H:41])[C:7]([H:24])([H:25])[H:26])[H:22]
135075420	28	15	50	COP(=O)(OC)OCNC(=O)/C=C(\C)Cl	[H:16]/[C:8](=[C:9](/[C:13]([H:24])([H:25])[H:26])\[Cl:3])/[C:7](=[O:1])[N:10]([H:17])[C:14]([H:27])([H:28])[O:6][P:15](=[O:2])([O:4][C:11]([H:18])([H:19])[H:20])[O:5][C:12]([H:21])([H:22])[H:23]
135064957	4	4	100	[O-]P([O-])[O-]	[O-:1][P:4]([O-:2])[O-:3]
135019601	11	11	50	O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	[C:9]([S:11](=[O:1])(=[O:2])[C:10]([Cl:6])([Cl:7])[Cl:8])([Cl:3])([Cl:4])[Cl:5]
134993946	25	22	50	NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F	[H:25][N:16]1[C:22]([C:14](=[N:13][C:21]1([C:17]([F:1])([F:2])[F:3])[C:18]([F:4])([F:5])[F:6])[N:15]([H:23])[H:24])([C:19]([F:7])([F:8])[F:9])[C:20]([F:10])([F:11])[F:12]
134990526	7	3	50	NSN	[H:4][N:2]([H:5])[S:1][N:3]([H:6])[H:7]
134988839	4	4	47	O=[S+](=O)[O-]	[O-:3][S+:4](=[O:1])=[O:2]
134987884	6	6	50	FP(F)(F)(F)F	[F:1][P:6]([F:2])([F:3])([F:4])[F:5]
164153971	42	23	50	CCCN(c1ccon1)P(=O)(c1ccccc1)c1ccccc1	[H:26][c:7]1[c:9]([c:13]([c:17]([c:14]([c:10]1[H:29])[H:33])[P:23](=[O:1])([c:18]2[c:15]([c:11]([c:8]([c:12]([c:16]2[H:35])[H:31])[H:27])[H:30])[H:34])[N:19]([C:4]3=[N:2][O:3][C:5](=[C:6]3[H:25])[H:24])[C:21]([H:39])([H:40])[C:22]([H:41])([H:42])[C:20]([H:36])([H:37])[H:38])[H:32])[H:28]
163369040	50	28	50	CC(C)Oc1ncc(-c2nc3cc(CCCCCC(=O)O)cnc3o2)cc1Cl	[H:32][c:15]1[c:19]([c:11]([n:4][c:13]([c:17]1[Cl:2])[O:8][C:28]([H:50])([C:21]([H:34])([H:35])[H:36])[C:22]([H:37])([H:38])[H:39])[H:30])[C:10]2=[N:3][c:18]3[c:16]([c:20]([c:12]([n:5][c:14]3[O:7]2)[H:31])[C:24]([H:42])([H:43])[C:26]([H:46])([H:47])[C:27]([H:48])([H:49])[C:25]([H:44])([H:45])[C:23]([H:40])([H:41])[C:9](=[O:1])[O:6][H:29])[H:33]
160869705	41	21	50	CCc1cc2c(C3=NNC(=O)C3(C)C)ccc(CC)n2n1	[H:22][C:7]1=[C:10]([C:11]2=[C:8]([C:5](=[N:2][N:14]2[C:12](=[C:9]1[H:24])[C:20]([H:40])([H:41])[C:16]([H:29])([H:30])[H:31])[C:19]([H:38])([H:39])[C:15]([H:26])([H:27])[H:28])[H:23])[C:6]3=[N:3][N:13]([C:4](=[O:1])[C:21]3([C:17]([H:32])([H:33])[H:34])[C:18]([H:35])([H:36])[H:37])[H:25]
160863950	45	26	50	C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1	[H:33][c:16]1[c:18]([c:21]2[c:19]([c:20]([c:17]1[H:34])[N:22]([c:12]3[n:1][c:13]([c:15]([c:14]([n:2]3)[C:8]4=[C:6]([C:7](=[C:9]([O:3]4)[C:23]([O:4][C:24](/[C:10](=[C:11](/[C:25]([O:5][C:26]2([H:44])[H:45])([H:42])[H:43])\[H:30])/[H:29])([H:40])[H:41])([H:38])[H:39])[H:28])[H:27])[H:32])[H:31])[H:37])[H:36])[H:35]
104066352	27	19	50	Nc1nc2[nH]c(SCC(O)C(F)(F)F)nc2c(=O)[nH]1	[H:25][C:18]([H:26])([C:19]([H:27])([C:17]([F:2])([F:3])[F:4])[O:7][H:20])[S:8][C:10]1=[N:5][C:12]2=[C:13]([N:16]1[H:24])[N:6]=[C:11]([N:15]([C:9]2=[O:1])[H:23])[N:14]([H:21])[H:22]
104059615	48	28	50	Cc1nnc([C@H](OC/C=C/Br)[C@H](O)[C@@H](O)[C@@H](OC/C=C/Br)c2nnc(C)o2)o1	[H:33]/[C:19](=[C:17](\[Br:1])/[H:31])/[C:23]([O:9][C@:25]([C@:27]([O:11][H:29])([C@@:28]([O:12][H:30])([C@@:26]([O:10][C:24](/[C:20](=[C:18](/[Br:2])\[H:32])/[H:34])([H:43])[H:44])([C:16]1=[N:6][N:4]=[C:14]([O:8]1)[C:22]([H:38])([H:39])[H:40])[H:46])[H:48])[H:47])([C:15]2=[N:5][N:3]=[C:13]([O:7]2)[C:21]([H:35])([H:36])[H:37])[H:45])([H:41])[H:42]
